,occurrenceID,newOccurrenceID,eventDate,decimalLongitude,decimalLatitude,scientificName,scientificNameID,basisOfRecord,collectionCode,catalogNumber,occurrenceStatus,institutionCode
689,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:689,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,C.(C.) speciosus,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
690,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:690,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Candancia. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
691,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:691,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
692,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:692,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,F  brachiopoda,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
693,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:693,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,L. balanus,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
694,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:694,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,L. decapodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
695,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:695,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Labidocera sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
696,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:696,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Larvas de peces,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
697,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:697,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Mesocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
698,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:698,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Ostrácodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
699,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:699,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,QUETOGNATOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
700,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:700,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Salpas,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
701,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:701,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Scolecithrix. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
702,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:702,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Sergéstidos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
703,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:703,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Sifonóforos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
704,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:704,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Subeucalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
705,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:705,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
706,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:706,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
707,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:707,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Acartia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
708,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:708,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
709,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:709,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Anfípodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
710,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:710,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Apendigs(Oikopleura),TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
711,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:711,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,BRYOZOOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
712,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:712,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
713,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:713,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Centropages sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
714,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:714,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
715,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:715,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
716,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:716,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Doliólidos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
717,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:717,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Euchaeta. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
718,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:718,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
719,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:719,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,L. decapodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
720,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:720,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,L. equinodermos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
721,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:721,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Labidocera sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
722,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:722,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Larvas de peces,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
723,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:723,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Medusas,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
724,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:724,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Mesocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
725,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:725,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Microsetella sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
726,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:726,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
727,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:727,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Oncaea. sp. ,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
728,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:728,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Ostrácodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
729,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:729,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
730,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:730,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Pseudodiaptomus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
731,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:731,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,QUETOGNATOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
732,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:732,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Salpas,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
733,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:733,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Sergéstidos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
734,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:734,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Sifonóforos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
735,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:735,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Subeucalanus. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
736,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:736,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Temora sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
737,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:737,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
738,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:738,jaime_protocol_observation:TODO:TODO,2017-05-06,24.53862793,-81.41464542,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
739,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:739,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Acartia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
740,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:740,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
741,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:741,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Apendigs(Oikopleura),TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
742,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:742,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,BRYOZOOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
743,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:743,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
744,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:744,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Candacia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
745,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:745,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
746,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:746,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Copepoditos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
747,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:747,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Euterpina Sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
748,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:748,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
749,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:749,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,H. de peces,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
750,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:750,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,L. decapodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
751,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:751,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,L. equinodermos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
752,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:752,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Medusas,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
753,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:753,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Microsetella sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
754,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:754,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
755,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:755,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Oncaea. sp. ,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
756,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:756,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Ostrácodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
757,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:757,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
758,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:758,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Pseudodiaptomus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
759,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:759,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,QUETOGNATOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
760,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:760,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Temora sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
761,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:761,jaime_protocol_observation:TODO:TODO,2017-05-06,-81.71532752,24.47605506,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
762,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:762,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Acartia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
763,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:763,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
764,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:764,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Anfípodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
765,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:765,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Apendigs(Oikopleura),TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
766,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:766,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,BRYOZOOS,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
767,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:767,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Calanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
768,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:768,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
769,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:769,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Candacia sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
770,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:770,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
771,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:771,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Copilia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
772,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:772,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
773,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:773,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Doliólidos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
774,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:774,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Evadnes sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
775,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:775,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
776,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:776,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Gaetanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
777,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:777,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,H. de peces,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
778,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:778,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Isópodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
779,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:779,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,L. decapodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
780,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:780,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,L. equinodermos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
781,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:781,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,Larvas de peces,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
782,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:782,jaime_protocol_observation:TODO:TODO,2017-05-07,-80.37953386,25.00607727,LucicutIa sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
